Source,Target,type_of_content
growe26991,TaylWester,Retweet
tudsley,marx_knopfler,Reply
tudsley,marx_knopfler,Mention
THilfigurson,NY_KnicksPR,Retweet
ShakiraLaShaun,Chill_Will151,Retweet
campinfoo,NPR,Retweet
Helovedmefirst,IngrahamAngle,Retweet
TimothyWindholz,GOPChairwoman,Retweet
ShantaAyub,ddale8,Retweet
AvalancheEvents,va_shiva,Retweet
meisgc,TheRickWilson,Retweet
longbow767,CNN,Retweet
SACPAC1,SidneyPowell1,Retweet
Its_Rufii,NorbertElekes,Retweet
rararogerthat_,lawprofblawg,Retweet
Dana2B,PragDreamer,Retweet
Dana2B,aDeo_creata_est,Mention
unitenotdivided,Inevitable_ET,Retweet
GrnEyes0725,carney,Retweet
GrnEyes0725,nypmetro,Mention
Fractivista,Edsall,Retweet
superlincoln1,JohnCornyn,Retweet
ahaveland,lorrainemking,Retweet
monalisa24u,RepStefanik,Retweet
Topten4U,Topten4U,Tweet
3y3s0pen,BenKTallmadge,Retweet
irieDC,jayrosen_nyu,Retweet
Kels_Dawggg,KevOnStage,Retweet
thecosmicbella,thecosmicbella,Tweet
40yearsyoung1,IngrahamAngle,Retweet
heidi_hamand,sfpelosi,Retweet
Senae_,brown_skin_rose,Retweet
ladyoldandgray,B52Malmet,Retweet
ladyoldandgray,Amy_Siskind,Mention
hmjack1,policyjunkie,Retweet
hmjack1,IChotiner,Mention
MJP_20,atrupar,Retweet
rmc7600,RBReich,Retweet
julojays,WHO,Retweet
10thCrusader,HyltonRobin,Retweet
10thCrusader,POTUS,Mention
NewsThaivisa,NewsThaivisa,Tweet
lbpyyz,NYDailyNews,Retweet
elizabeth_joh,ryanstruyk,Retweet
elizabeth_joh,CNN,Mention
SteakPope,jrmkingston,Retweet
DeShaunTheArtis,TobiRachel_,Retweet
Smith83K,BetteMidler,Retweet
MattyDBeGood,HayekAndKeynes,Retweet
binniebird,GregAbbott_TX,Retweet
JennMatt18,trumpanhator2,Retweet
gore31,ClayTravis,Retweet
Shredgrey,DonaldJTrumpJr,Retweet
BeeScott1,stoddeo,Retweet
BeeScott1,onlyyoontv,Mention
BoricuaDeLaSol,BoricuaDeLaSol,Tweet
smarkhenry23,ryanstruyk,Retweet
smarkhenry23,CNN,Mention
Gatre2017,Gatre2017,Tweet
CSaveski,nowthisnews,Retweet
EvenDragonsEnd,SenatorLoeffler,Reply
EvenDragonsEnd,SenatorLoeffler,Mention
EvenDragonsEnd,realDonaldTrump,Mention
EvenDragonsEnd,SenatorBurr,Mention
gatzby_,Pervaizistan,Retweet
DobrevNapoleon,StefanMolyneux,Retweet
Blindmagic22,charliekirk11,Retweet
PaqPL65,aliasvaughn,Retweet
alandra_08727,Trey_VonDinkis,Retweet
mattcmonaghan,mattcmonaghan,Tweet
Brysonray,Brysonray,Tweet
HongkongerAmy,UNNTV1,Retweet
katlikemeowman,JollyMollyRoger,Retweet
arden_bracewell,SenTomCotton,Retweet
JJaazzee1,PhilipRucker,Retweet
chaselionsway,JamesMartinSJ,Retweet
colonialcountr3,juliebosman,Retweet
donnaperrett211,IngrahamAngle,Retweet
HailSweetSeitan,jeremyherb,Retweet
ReelProgress,SaraCarterDC,Retweet
ReelProgress,toddstarnes,Mention
RealJohnny_Cage,washingtonpost,Retweet
JamesCali3,mrmatterman,Retweet
JamesCali3,BreitbartNews,Mention
SunshineHappyP1,LizetteScribe,Retweet
SunshineHappyP1,nytimes,Mention
WomenSaveUSA,AKADonaldTrump,Retweet
GreatTrump5,alx,Retweet
TheLionofAsgard,jeremyherb,Retweet
pupbroofdog,WayneDupreeShow,Retweet
Texastiger89,DineshDSouza,Retweet
ManishS01281733,NehaBindal10,Retweet
ManishS01281733,derasachasauda,Mention
PamelaYolandaa,PhillyInquirer,Retweet
inky_mark,thomaskaine5,Retweet
pln6364,WhiteHouse,Retweet
Lionel_Hutz_Esq,JuddLegum,Retweet
hamancon,HKWORLDCITY,Retweet
hamancon,WHO,Mention
hamancon,rthk_news,Mention
lynn_riddley,joncoopertweets,Retweet
AbbaOTR,NBCPolitics,Retweet
Reggiebub,CREWcrew,Retweet
ddavisonnc,DineshDSouza,Retweet
antonioxsoza,jimsciutto,Retweet
Saamprater,thebradfordfile,Retweet
rsfreeman153,jimsciutto,Retweet
HammurabiCode,jayrosen_nyu,Retweet
QarriorP,TeamTrump,Retweet
QarriorP,JDiamond1,Mention
QarriorP,realDonaldTrump,Mention
JoWazzoo,ArchKennedy,Retweet
pkcampsen,JamesMartinSJ,Retweet
leah73749073,marcorubio,Retweet
saraybelennnnn,BigHitEnt,Retweet
patel_anjor,Dinesh_Jat_,Retweet
chrystaldragon,Hephaestus7,Retweet
cryptogotham,MichaelCoudrey,Retweet
PaulMBaker,PaulMBaker,Tweet
Blackdi51264299,bekahdon,Retweet
Jvblt_,tomwarren,Retweet
betty_dorey,TomFitton,Retweet
betty_dorey,US_FDA,Mention
mtlunasea,chrisjollyhale,Retweet
Melissa89431446,buttafly75,Retweet
InuGhost29,lucahjin,Reply
InuGhost29,lucahjin,Mention
sharsanj,NorbertElekes,Retweet
DaysNorth,AprilDRyan,Retweet
DaysNorth,realDonaldTrump,Mention
MarcYanofsky,MarcYanofsky,Tweet
LTSRowe,LTSRowe,Tweet
sonnyvillani_,A_Mass2,Retweet
Aimlow23,jeremyherb,Retweet
tfretwell12,BleacherReport,Retweet
trumpet19209450,RyanAFournier,Retweet
deusxcurtis93,hannahcrileyy,Retweet
cendy1119,DonaldJTrumpJr,Retweet
cendy1119,SpeakerPelosi,Mention
sweetnurseslr,gatewaypundit,Retweet
Progressive_EE,JesseLehrich,Retweet
Goldi71804681,SUKHVIRINSAN777,Retweet
Goldi71804681,derasachasauda,Mention
Goldi71804681,Gurmeetramrahim,Mention
PatriciaVPorter,DPWZaraWhelan,Retweet
ToddBauman4,davidenrich,Retweet
GranTorino1234,IngrahamAngle,Retweet
MiaRiaCat,Yamiche,Retweet
MiaRiaCat,JDiamond1,Mention
serpasara,AndrewBloch,Retweet
kcorr54,JoeNBC,Retweet
Ken_in_Chi,IngrahamAngle,Retweet
tvnewsjunkie,globeandmail,Retweet
CoronaVirusCall,DrGJackBrown,Retweet
mahesh_761,RGVzoomin,Retweet
spmccomish,garthburley1,Retweet
IndeCardio,real_defender,Retweet
shail2514,richaanirudh,Retweet
shail2514,BeingSalmanKhan,Mention
lewlester,brad_polumbo,Retweet
Glammytami,Kimbraov1,Retweet
jaimapprendre,ScottPresler,Reply
jaimapprendre,ScottPresler,Mention
jaimapprendre,realDonaldTrump,Mention
luckynosh,RealSaavedra,Retweet
jam4everSC,RealCandaceO,Retweet
PamMcDa69246431,DrAlakbarov,Retweet
neuro7plastic,GmanFan45,Retweet
neuro7plastic,Inevitable_ET,Mention
neuro7plastic,Mediaite,Mention
neuro7plastic,Twitter,Mention
neuro7plastic,RudyGiuliani,Mention
joey_giamanco,RealCandaceO,Retweet
AmericanVALIAN1,kayleighmcenany,Retweet
tweetannylee,SaraCarterDC,Retweet
tweetannylee,toddstarnes,Mention
Cathlynn22,darakass,Retweet
Cathlynn22,MountSinaiNYC,Mention
jcmora56,jonathanvswan,Retweet
Stephdic09,hannahcrileyy,Retweet
JMewbourne,60Minutes,Retweet
Afb23321029,ddale8,Retweet
GeorgeP17765615,larryelder,Retweet
kashmiriRefuge,EricBellmanWSJ,Retweet
kashmiriRefuge,narendramodi,Mention
cbobe6295,SamaritansPurse,Retweet
madamyez,madamyez,Tweet
bralenmorquez,BleacherReport,Retweet
JaneWPowell,Amy_Siskind,Retweet
Sierra_OffLine,louishyman,Retweet
Sierra_OffLine,Instacart,Mention
SpiroAgnewGhost,BobKarpDR,Retweet
MegMnc,ddale8,Retweet
keem773,keem773,Tweet
BHappy_4Now,vmbb12,Retweet
ThankGod4Karma,StuartJRitchie,Retweet
tharangini15,TobiRachel_,Retweet
TWPWestLincoln,PathstoneMH,Retweet
TWPWestLincoln,PathstoneMH,Mention
jeaniegirldc,IngrahamAngle,Retweet
proudwarrior27,BobKarpDR,Retweet
momto3_sonya,TomFitton,Retweet
momto3_sonya,US_FDA,Mention
AbstraitWolf,hannahcrileyy,Retweet
franklinb,pushforward40,Retweet
IsabelValentine,carolynryan,Retweet
RoyalWakefield,RoyalWakefield,Tweet
Patchrick1,CloydRivers,Retweet
FaithInDog1,jeremyherb,Retweet
GabrielFromDTX,JackPosobiec,Retweet
dreaflynn,MehrsaBaradaran,Retweet
AshleyMacha,carolynryan,Retweet
Glasgowegian,RadioClydeNews,Retweet
denise_giesecke,Concealcarrygrl,Retweet
nadellanil,alphacentauriii,Retweet
jasnotron,JackPosobiec,Retweet
Purdinola,WHO,Retweet
Brosseffina,InactionNever,Retweet
ShepardAmbellas,PhdParody,Retweet
KarenDolak,NPR,Retweet
Backfire505,MichaelBensonn,Retweet
trappist_e,CheriJacobus,Retweet
trappist_e,billboard,Mention
kiran_kuppalli,Voice_For_India,Retweet
Stewar1W,fred_guttenberg,Retweet
tacocarebear,JCTheResistance,Retweet
Nation1st_Manoj,iMac_too,Retweet
Deplorable4Trum,monica_sassy,Retweet
o1MCloXH2Qa0ofk,TomFitton,Retweet
o1MCloXH2Qa0ofk,US_FDA,Mention
liv7531,liv7531,Reply
liv7531,HunnidBandEli,Mention
liv7531,TheIronQueenn,Mention
TammyinMT406,SenSchumer,Retweet
TammyinMT406,SenWarren,Mention
globaltimesnews,globaltimesnews,Tweet
stvnslsbry,ruthbenghiat,Retweet
stvnslsbry,FoxNews,Mention
hazexban,ProFootballTalk,Retweet
kevinrtipple,jonathanvswan,Retweet
DassSatyapal,Real_Heena,Retweet
FurrowGreg,charliekirk11,Retweet
JackPit65654062,IngrahamAngle,Retweet
JoeyEDawes,marcorubio,Retweet
pdd1987,JackPosobiec,Retweet
TrumDN,thedailybeast,Retweet
X_KingMike_X,FuckYugi,Retweet
CherubinAnna,jeremyherb,Retweet
sando_catherine,sarahkliff,Retweet
Dr_A_Dutt,jimsciutto,Retweet
yargalot,PhilipSoos,Retweet
DoubleSideKy,adamconover,Retweet
arffmedic911,JoeNBC,Retweet
BentleyBreedl,jimsciutto,Retweet
CynthiaSchnepp,GregAbbott_TX,Retweet
BarracudaTek,AfrDiasporaNews,Retweet
AndreaPallais,j7eon,Retweet
JunebugBeaux,SaraCarterDC,Retweet
JunebugBeaux,toddstarnes,Mention
dessstoo__,sateojin,Retweet
MC_Hesher,mjs_DC,Retweet
iok09552409,Cloudflare,Retweet
StraitOuttaMinn,ryanstruyk,Retweet
sunsetjeep,IngrahamAngle,Retweet
TerriRoncone,ddale8,Retweet
sow_in,BNODesk,Retweet
WeRunItOut,ThomasCoutouzis,Reply
WeRunItOut,ThomasCoutouzis,Mention
LoysaZ,defencetalk,Retweet
marian_steffen,SethAbramson,Retweet
bcktwn,ryanstruyk,Retweet
bcktwn,CNN,Mention
sengkim123,sengkim123,Tweet
michstepstone,DrGJackBrown,Retweet
MeraCd,ClayTravis,Retweet
kleinizzuhl,enriquelouise,Retweet
maggieestar70,charliekirk11,Retweet
vegasdude83,JerryFalwellJr,Reply
vegasdude83,JerryFalwellJr,Mention
Mat_Bailee,NYGovCuomo,Retweet
BelieveINMeDia,Variety,Mention
Artemismoongodd,ryanstruyk,Retweet
Artemismoongodd,CNN,Mention
Mina_Esq,carolynryan,Retweet
Whrana7,Razarumi,Retweet
Whrana7,AtiqaShahid,Mention
VFisa,AndyBiotech,Retweet
ballistikboyzjp,aramajapan,Retweet
SparrowOnTheEye,Backstorymom1,Retweet
SarjenRigby,j7eon,Retweet
Karnonos,JoeNBC,Retweet
DanCenters,CraigDMauger,Retweet
winwithlynnie,IngrahamAngle,Retweet
PreciousAjoonu,SERAPNigeria,Retweet
PhilipSoos,PhilipSoos,Tweet
yishan,yishan,Reply
yishan,MarcBodnick,Mention
yishan,LukeThompson360,Mention
yishan,risknc,Mention
yishan,rsg,Mention
yishan,VCBrags,Mention
yishan,Recode,Mention
yishan,voxdotcom,Mention
yishan,balajis,Mention
yishan,elonmusk,Mention
News18Buzz,News18Buzz,Tweet
speakup110,kylegriffin1,Retweet
denuribe73,denuribe73,Tweet
Republicisdead,GregAbbott_TX,Retweet
TerryTerten,WayneDupreeShow,Mention
LevishB,BreitbartNews,Retweet
MonikaKarl1,GregAbbott_TX,Retweet
tomcox60,ddale8,Retweet
CrendoGal,jimsciutto,Retweet
rhondajc51,jacobinmag,Retweet
Jack13060330,RealCandaceO,Retweet
danpepperspray,BleacherReport,Retweet
GARCIA_SEMPERFI,RealCandaceO,Retweet
Sheri1606,Sheri1606,Tweet
woodward_roxie,RealCandaceO,Retweet
midelfukong,ajplus,Retweet
mjomurphy,HeyTammyBruce,Retweet
bluebirdie13,jeremyherb,Retweet
nicoletteyln,Pandit_Ji_719,Retweet
nicoletteyln,MacaesBruno,Mention
nicoletteyln,Kanatunga,Mention
madskillz_maddy,madskillz_maddy,Tweet
maison21,kylegriffin1,Retweet
AHS1974,CCLcaribecrew,Retweet
InnReach,Kintu3,Retweet
ndhsai,ddale8,Retweet
sydney_allison,zandirts,Retweet
sharon_elle,atrupar,Retweet
nrvinnn,j7eon,Retweet
psfawcett,daleethompson,Retweet
CraneRhonda,dhmorrow1,Retweet
Shaam571,itsaadee,Retweet
Shaam571,ImranKhanPTI,Mention
Dodianaroz,TheBubbleBubble,Retweet
inthedark31nan,SidneyPowell1,Retweet
Lalalan30174980,revmahoney,Retweet
pablo_alejandro,juliebosman,Retweet
Monkey26697239,JonLemire,Retweet
Acts1631_Jn316,RealMattCouch,Retweet
J7Jvaughn,DailyCaller,Retweet
jacktsears1,White2to4,Retweet
chocolate_esa,Reuters,Retweet
odosreis5,aliasvaughn,Retweet
luv_humus,LynneLechter,Retweet
nimmalashiva555,RGVzoomin,Retweet
ziv_shahar,jeremyherb,Retweet
ellamarieandal_,j7eon,Retweet
frankaziza1,charliekirk11,Reply
frankaziza1,charliekirk11,Mention
MaphokgaTumi,TobiRachel_,Retweet
RandomUTFan,MattPulle,Retweet
BorinquenSun,jimsciutto,Retweet
Fight4Change2,aravosis,Retweet
MadOmi17,No1_Nationalist,Retweet
MadOmi17,Ajeet_Parmar07,Mention
AnaSwanson,Yamiche,Retweet
DrMLE1976,hitRECordJoe,Reply
DrMLE1976,hitRECordJoe,Mention
OmahaBizMan,girlsreallyrule,Retweet
tahiti93,TheRickWilson,Retweet
EdSkipper,Yamiche,Retweet
RudeFulk,RudeFulk,Tweet
sdb999,DavidLat,Retweet
TheJ_Miles,pzf,Retweet
BarrysBeautyBar,BarrysBeautyBar,Tweet
Karypampam,dailystar,Retweet
Rachele_1973,MiriamElder,Retweet
NewBlackCity_MN,TobiRachel_,Retweet
rifnote,rifnote,Tweet
binm866,MA1KSA,Retweet
docin_hh,SethAbramson,Retweet
daro_meza1,umichmedicine,Retweet
SizakeleMakhob3,Blessing12032,Retweet
mr_jj_cakes,DrTomFrieden,Retweet
Tracie0313,MichaelDadiego,Retweet
Trumpfan4ever1,JackPosobiec,Retweet
Exclaimcomedy,atrupar,Retweet
AprilRain100,GregAbbott_TX,Retweet
thelegalnovice,AdamMilstein,Retweet
Ashik337,BhavikaKapoor5,Retweet
twin0830us,twin0830us,Tweet
idtj,AndyBiotech,Retweet
goldi316,SenJeffMerkley,Retweet
missamy1226,TomthunkitsMind,Retweet
RodneyClaeys,DearAuntCrabby,Retweet
KimOlson1993,lanikaps,Retweet
2hellwevil,Tinman1295,Retweet
Martin_Fassig,Martin_Fassig,Tweet
nellsmell,cftrust,Retweet
HarpsGiGisHeart,real_defender,Retweet
BalcorUS,BNODesk,Retweet
MisterTmr,MisterTmr,Tweet
SoCool1016,thejasminebrand,Retweet
PatriciaAAlonzo,sfpelosi,Retweet
Democratsrscrap,AdamMilstein,Retweet
shrimohar_balot,Real_Heena,Retweet
CatherineHarke2,TheDemCoalition,Retweet
LouiseKingston7,TomFitton,Retweet
LouiseKingston7,US_FDA,Mention
herbtvet,TMZ,Retweet
MarkOlalde,rebeccanagle,Retweet
yashdiniz,vaishnavvharkat,Reply
yashdiniz,vaishnavvharkat,Mention
Jan99464119,White2to4,Retweet
jeangib92661439,fred_guttenberg,Retweet
jameskzeigler,jameskzeigler,Tweet
1971JMT,scottwongDC,Retweet
stephenrr,NBCNightlyNews,Retweet
stephenrr,tvkatesnow,Mention
HolderJeannehom,PoliticusSarah,Retweet
graeme_holden,josephwillits,Retweet
PeytonDrewDak,LisaMei62,Retweet
PeytonDrewDak,SecretService,Mention
hanacopia,dailystar,Retweet
SeriousMommaDoe,Amy_Siskind,Retweet
l_shorn,ryanstruyk,Retweet
mjwyman,DavidLat,Retweet
dirtydoncico,CapnRickySully,Reply
dirtydoncico,CapnRickySully,Mention
dirtydoncico,pamstucky,Mention
dirtydoncico,DrDenaGrayson,Mention
dirtydoncico,iacob,Mention
JustinAltepeter,marcorubio,Retweet
Aggie_Matt15,Aggie_Matt15,Tweet
pj_sonnyny,realTuckFrumper,Retweet
hambone53,hambone53,Tweet
CourtlandTerry,AOC,Retweet
Nmacr56C,SethAbramson,Retweet
keerthi_naidu25,NorbertElekes,Retweet
VictoriaCerulli,yeahunoeme,Retweet
bkaydw,SusanSD_34891,Retweet
LunziKawaihime,kirucine,Retweet
kurtliv,jimsciutto,Retweet
johngball,iheartmindy,Retweet
MargotWinick,Pervaizistan,Retweet
MAGA4Patriots,thebradfordfile,Retweet
CBCTracy,CBCCalgary,Retweet
garygravy,MichaelCoudrey,Retweet
jagax,QuickTake,Retweet
jagax,PalliThordarson,Mention
jagax,UNSW,Mention
SoIcyMikey,chrisjollyhale,Retweet
FuckTru48592185,atrupar,Retweet
chrystaldragon,Hephaestus7,Retweet
MilesBentz,MilesBentz,Tweet
suryaspr2906,globaltimesnews,Retweet
thefunblog,bitchute,Retweet
999zzzccc,JollyMollyRoger,Retweet
RodneySherman5,ROHLL5,Retweet
Oki_Brahmantya,hkumed,Retweet
SkrillJ,EdMarkey,Reply
SkrillJ,EdMarkey,Mention
BeHappyandCivil,jeremyherb,Retweet
queenofnasa,BNODesk,Retweet
Coleshsmartinez,Coleshsmartinez,Tweet
DrapedNBlak,I_C_P_B,Retweet
frhanijml,brown_skin_rose,Retweet
ghostofhypotia,thedailybeast,Retweet
aortiiz21,brown_skin_rose,Retweet
jodeszgavilan,rapplerdotcom,Retweet
Trump_Girl_USA,RN_JB7,Retweet
riley_fisher,riley_fisher,Tweet
BenjaminPerfitt,jeligon,Retweet
BenjaminPerfitt,JerryFalwellJr,Mention
epona668,NHLAdamK,Retweet
IrmaCor07086546,DrunkLiz1,Retweet
UnitedFor45,charliekirk11,Retweet
college72033419,unPC5mc,Retweet
AvenueJay,NPR,Retweet
JJCrosstrainers,pushforward40,Retweet
Mama2Pissed,jimsciutto,Retweet
JeanPinelli1,JonathanTurley,Retweet
TalkToCMY,VEOHRC,Retweet
GoddessFc,NICKtrancelover,Retweet
GoddessFc,Imamofpeace,Mention
OwenJCarter,agerealfooty,Retweet
dorisbr11182127,SenJohnKennedy,Retweet
dodo99,CraigDMauger,Retweet
martinb26855953,IngrahamAngle,Retweet
ITSilverback,Stonekettle,Retweet
VeekeezMedia,VeekeezMedia,Tweet
salzamora123,EddieHearn,Reply
salzamora123,EddieHearn,Mention
salzamora123,DAZN_USA,Mention
salzamora123,espn,Mention
salzamora123,ShowtimeBoxing,Mention
caselvis58,WayneDupreeShow,Retweet
PatrickMecimore,MarshaBlackburn,Retweet
AngieEVanScyoc,thedailybeast,Retweet
Jenn8590,TODAYshow,Retweet
CanuckCognizant,DanielNewman,Retweet
CanuckCognizant,realDonaldTrump,Mention
KassieLaw,chrisjollyhale,Retweet
ringer,ringer,Tweet
RhondaO85587104,MarshaBlackburn,Retweet
CherylHeide,ChadLivengood,Retweet
sudhakar_yadav_,BNODesk,Retweet
SnyderElena,brahmresnik,Retweet
btsarmy_hola,CYPHERCAT_,Retweet
mammapajammaa,keithboykin,Retweet
lsn92620,RBReich,Retweet
stacynolanamato,realDonaldTrump,Retweet
ShAdOwXPR,Sally_Hubbard,Retweet
Its_AnupamG,timesofindia,Retweet
MadelynnSchultz,nycjim,Retweet
RedneckBuddha8,DavidSpade,Reply
RedneckBuddha8,DavidSpade,Mention
OzMoshi,JackPosobiec,Retweet
bgdeangelis,marcorubio,Retweet
JoshuaNeverJosh,willripleyCNN,Retweet
LizzyNation,jocogov,Retweet
naomilasono,j7eon,Retweet
Jaker22Williams,ClayTravis,Retweet
iRepsKelzB,FaheemYounus,Retweet
GraceQuerencia,ddale8,Retweet
GunnarHaskins,A_Mass2,Retweet
SurendraBera2,nowthisnews,Retweet
LescaultColleen,SLT20201,Retweet
tamallen8,tamallen8,Retweet
CharlizeTheroff,Razarumi,Retweet
CharlizeTheroff,AtiqaShahid,Mention
Manga57941650,Real_Heena,Retweet
agentc2,kylegriffin1,Retweet
mtnbikerdenis,JoeBorelliNYC,Retweet
Darwin1800,jonathanchait,Retweet
BlackSwordfish_,SarcasmMother,Retweet
JLustwerk,ddale8,Retweet
Mysavannah1,DanielNewman,Retweet
LORIWIN1,YYF1999NEW,Retweet
LORIWIN1,GlobalHimalaya,Mention
LORIWIN1,tuiqiandang,Mention
LORIWIN1,EpochTimes,Mention
LORIWIN1,MauraMoynihan1,Mention
LORIWIN1,JanJekielek,Mention
frankracer,AndyOstroy,Retweet
frankracer,realDonaldTrump,Mention
news18dotcom,news18dotcom,Tweet
blueamberphoto,ABCNetwork,Reply
blueamberphoto,ABCNetwork,Mention
daisymatmom,Yamiche,Retweet
primordialstew,margturps,Retweet
amalinamarwan7,dwnews,Retweet
HinderTrump,fred_guttenberg,Retweet
blumes15,crainsdetroit,Retweet
jlo01534749,DoubleDownNews,Mention
shinigamiami,aramajapan,Retweet
AsshaiOf,realDonaldTrump,Retweet
boatman_jw,CREWcrew,Retweet
arnolddoray,antoniogm,Retweet
EvaChanda,ryanstruyk,Retweet
ramendra0404,PDChina,Retweet
DeniseGriewisch,stengel,Retweet
ken_crichlow,TheRickWilson,Retweet
prabhakarkmr2,OpIndia_com,Retweet
prabhakarkmr2,narendramodi,Mention
StaceyLWalker,koat7news,Retweet
GlobalCollapse,business,Retweet
jdzlindeed2,ryanstruyk,Retweet
jdzlindeed2,CNN,Mention
BadodeShailesh,Dinesh_Jat_,Retweet
a80anjgod,JamesOleKiyiapi,Retweet
JeffNeiman,jentaub,Retweet
js26783_joe,1stKiersten,Retweet
ValerieVerscho1,RealCandaceO,Retweet
freep,freep,Tweet
dejakeiarra_,dejakeiarra_,Tweet
jakobbaumeister,jakobbaumeister,Reply
sangambisen2,No1_Nationalist,Retweet
sangambisen2,Ajeet_Parmar07,Mention
YuvarajSengodan,NorbertElekes,Retweet
SiblingLibrary,nytimes,Retweet
formerlyMrsNBA,AnnaESanders,Retweet
wf_anga,stnetflixtv,Retweet
josephthavaraja,josephthavaraja,Tweet
kiii3news,kiii3news,Tweet
MarkDix91826596,V_of_Europe,Retweet
ATrainAdyAdrian,modrnhealthcr,Retweet
fauziahey,InactionNever,Retweet
RichardBuery,IChotiner,Retweet
dawgpaws4321,TomFitton,Retweet
dawgpaws4321,US_FDA,Mention
ThePath11813585,DavidCayJ,Retweet
Hernandez_A,fred_guttenberg,Retweet
chadmoutray,chadmoutray,Tweet
AEDocHolliday,ddale8,Retweet
IbzanCardenasG,infodi0,Retweet
jpboxess23,NorbertElekes,Retweet
ClaraCowley13,CNNSotu,Retweet
RobWolter1,joncoopertweets,Retweet
katyaFFI,carolynryan,Retweet
Zero109078439,Zero109078439,Tweet
westtexaslivin,marklevinshow,Retweet
DrUsmanFaiz1,DrUsmanFaiz1,Tweet
RobinRobinw63,Yamiche,Retweet
daniella2860,EM_KA_17,Retweet
daniella2860,SenJohnKennedy,Mention
Roo2009kar,Reuters,Retweet
MickaylaI,ACNH_support,Retweet
TimesEurope,TimesEurope,Tweet
freedom44598088,marcorubio,Retweet
elyanagrande,TobiRachel_,Retweet
RAKWIS1,RobertCooper58,Retweet
PegeeWerline,DrNealHouston,Retweet
ladyoldandgray,Amy_Siskind,Retweet
jojofruta1,DrDenaGrayson,Retweet
jojofruta1,realDonaldTrump,Mention
patmsweeney29,cnni,Retweet
RameshAjmeera13,RGVzoomin,Retweet
greg12664033,WayneDupreeShow,Retweet
amynole,ryanstruyk,Retweet
amynole,CNN,Mention
TheBitcoinStar,Befasterfit,Retweet
PhilipGagne,CheriJacobus,Retweet
PhilipGagne,billboard,Mention
StreetsDept,hannahcrileyy,Retweet
ignaafrns,WHO,Retweet
rseverson54,sacbee_news,Retweet
95Brndn,smart_MS3,Retweet
95Brndn,StoolGreenie,Mention
95Brndn,coronavirus,Mention
Lauriel94795758,Yamiche,Retweet
NancyDStreet,samstein,Retweet
JCTRamblerINC,jimsciutto,Retweet
10thCrusader,LazyMeatball,Retweet
iamsaaj,NorbertElekes,Retweet
rainee971,contentosio,Retweet
sunsmile_99,BostonGlobe,Retweet
furious_o_fart,DavidLat,Retweet
BJBNaples,charliekirk11,Retweet
atomicbomb34567,MoetBlindCat,Retweet
atomicbomb34567,catsofinstagram,Mention
abhinavbilari,rohini_sgh,Retweet
abhinavbilari,BJP4India,Mention
MrP0042,willripleyCNN,Retweet
sydney_allison,Rosasburner,Retweet
sydney_allison,BleacherReport,Mention
cheaaachua,j7eon,Retweet
BHappy_4Now,KamVTV,Retweet
CoronavirusIn12,CoronavirusIn12,Tweet
RobertA87413263,DigiByteMike,Retweet
BayDemain,atrupar,Retweet
nativeronin,PoliticsReid,Retweet
HittKirk,charliekirk11,Retweet
0xNgigi,alexhern,Retweet
JoeKoffee,ericgarland,Retweet
Terya19,CubaMINREX,Retweet
Warri0rfamily,ChuckCallesto,Retweet
wewoka,RealMattCouch,Retweet
EileenDwyer6,cnni,Retweet
jhofferberth1,JuddLegum,Retweet
CurtisHebert,JackPosobiec,Retweet
VegasBusSup,Inevitable_ET,Reply
VegasBusSup,Inevitable_ET,Mention
bhengbunagan,wellnessrf,Retweet
PrettyDreamer9,RWPUSA,Retweet
OnwumechiliC,jayrosen_nyu,Retweet
Gregor19666,DilleyShow,Retweet
Texastiger89,IngrahamAngle,Retweet
RobertB43531370,PhilipRucker,Retweet
zack_segeir,UNNTV1,Retweet
RinaRay22986515,thomaskaine5,Retweet
Jan03407951,thedailybeast,Retweet
duggans,TheRickyDavila,Retweet
pablorodas,pablorodas,Tweet
_Mirando_,vote4dongshen,Retweet
Mitch__Fenton,Mitch__Fenton,Tweet
Aimlow23,thedailybeast,Retweet
thomasj1985,rajeshmahapatra,Retweet
nemityadav1,DDNational,Retweet
jodmentum,jeffschweers,Retweet
YepDemocracy,aliasvaughn,Retweet
katrinagalas,TheDailyShow,Retweet
CapitalGainENT,Yamiche,Retweet
WhatThePakh,NPR,Retweet
uhhlisssuhh,TobiRachel_,Retweet
katflyoverstate,Mike_Pence,Retweet
daisydew123,NPR,Retweet
B_CovFeFe,NevadaJack2,Retweet
happycanner67,catturd2,Retweet
SamSanderson123,ddale8,Retweet
weaichenn,Befasterfit,Retweet
cjp_still,sfpelosi,Retweet
WinnieDog2,fred_guttenberg,Retweet
julainestone,DavidLat,Retweet
cdarra10,ErickFernandez,Retweet
meganmyall,tedlieu,Retweet
shadowwolf541,charliekirk11,Retweet
NZStuffPolitics,NZStuffPolitics,Tweet
waterpoloman321,BrandonBeckham_,Retweet
waterpoloman321,realDonaldTrump,Mention
waterpoloman321,realDonaldTrump,Mention
GiGi_1939,Amy_Siskind,Retweet
Juicerden,JewhadiTM,Retweet
CaBusinessDaily,CaBusinessDaily,Tweet
BigBankBenz,TobiRachel_,Retweet
feedpushr,feedpushr,Tweet
VG_Robo,gwensnyderPHL,Retweet
VG_Robo,Medtronic,Mention
